number_of_commits,commits_client_files,commits_import_library,code_churn,code_churn_client_files,imports,days_since_first_import,days_since_last_import,days_between_imports,avg_days_commits_client_files,avg_days_commits_import_library,projects,projects_import,Num_Answers,Num_Accepted_Answers,Num_Upvotes,Avg_Score_Per_Answer,Num_Questions,Num_First_Answers,Tag_Score,time_of_activity,rating
102,68,,53596,8780,466,3589,3589,0,6.470588235,,12,13,,,,,3,,4,,
14,9,,3574,1111,46,3363,833,2530,268.4444444,,1,1,,,,,0,,0,,
5,2,,13139,10272,85,2913,2586,327,340,,2,2,,,,,0,,0,,
5,4,,360,74,6,4954,2338,2616,713.5,,2,2,1,0,-1,-1,0,0,-1,,
8,7,,69,62,7,3736,1241,2495,246.4285714,,1,1,,,,,0,,0,,
10,7,,2017,1243,26,2972,2847,125,221.1428571,,3,3,,,,,0,,0,,
34,26,,590,380,33,1779,723,1056,83.15384615,,4,4,1,0,1,1,0,1,1,,
160,113,,115326,5833,321,4501,4108,393,4.513274336,,6,6,,,,,1,,2,,
3,1,,46,10,1,,,,799,,1,1,,,,,0,,0,,
1,1,,189,82,1,4136,1793,2343,1625,,1,1,,,,,0,,0,,
1,1,,7,7,1,,,,527,,1,1,,,,,0,,0,,
22,4,,890,64,11,1806,1806,0,632.25,,1,1,,,,,0,,0,,
11,11,,397,385,13,4153,4153,0,27.09090909,,2,3,,,,,0,,0,,
25,18,,1763,853,33,4936,3568,1368,65.38888889,,6,7,1,0,5,5,0,0,5,,
470,2,,72,20,3,3362,874,2488,376,,3,3,,,,,0,,0,,
204,42,,3454,1456,69,2355,73,2282,73.04761905,,7,6,,,,,0,,0,,
84,41,,3924,2665,88,4329,38,4291,102.3902439,,3,3,,,,,0,,0,,
53,23,,5696,257,25,4837,79,4916,188.7391304,,9,9,,,,,0,,0,,
1,,,6,,,2643,2017,626,,,1,1,,,,,0,,0,,
2,,,70,,,,,,,,1,1,2,1,12,6,0,1,12,1069.519468,
3,,,48,4,2,1447,1447,0,,,1,1,,,,,2,,-3,,
93,,,1704,,,594,185,409,,,5,2,,,,,0,,0,,1
5,5,,24,24,5,1266,519,747,139.6,,1,1,,,,,0,,0,,
5,,,396,,,2234,1931,303,,,1,1,,,,,0,,0,,
14,14,,181,181,14,2367,979,1388,102.0714286,,1,1,,,,,0,,0,,
5,1,,304,9,3,2026,2,2024,1142,,1,1,,,,,0,,0,,
1,,,106,,,1688,1683,5,,,1,1,,,,,0,,0,,
14,13,,9758,635,21,2891,21,2912,159.1538462,,1,1,,,,,0,,0,,
3,,,3,,,1433,719,714,,,1,1,,,,,0,,0,,
,1,,894,642,6,1771,222,1549,707,,,1,,,,,0,,0,,
6,3,,400,34,16,3505,43,3548,1413.666667,,6,5,,,,,0,,0,,
325,231,,101758,16137,1175,,,,0.874458874,,12,15,1,0,0,0,2,0,2,,
4,,,13,,,880,783,97,,,1,1,,,,,0,,0,,
72,8,,6069,313,14,1830,1144,686,162.125,,2,2,,,,,0,,0,,
96,10,,21401,1154,58,820,760,60,37.4,,2,2,,,,,0,,0,,
1,,,4,,,3937,2136,1801,,,1,1,,,,,0,,0,,0
311,67,,5929,3644,176,1133,256,877,19.32835821,,4,4,2,2,2,1,0,2,2,0,
6,1,,3229,84,3,,,,765,,4,3,,,,,0,,0,,
1804,528,,145250,31166,1621,3394,2550,844,6.126893939,,50,51,1,0,0,0,0,0,0,,
5,4,,465,316,7,3312,229,3083,637.6666667,,2,1,,,,,0,,0,,
2589,764,,104045,58742,1534,,,,6.359947644,,62,62,34,13,868,25.52941176,10,11,986,923.6776736,
739,152,,273649,16197,520,3888,457,3431,23.90789474,,14,14,,,,,0,,0,,
16,2,,628,174,5,3915,3722,193,,,1,1,2,1,1,0.5,0,0,1,0.978483796,
95,58,,37217,860,67,2757,1781,976,87.17241379,,2,1,,,,,0,,0,,
319,21,,17927,1074,53,5398,5398,0,70.23809524,,6,6,1,1,2,2,2,0,12,,
2199,69,,79222,3018,105,4790,1668,3122,12.04347826,,12,12,,,,,0,,0,,
22,3,,793,130,7,3598,3598,0,176.6666667,,,1,,,,,0,,0,,
163,27,,8960,1406,53,5172,449,4723,170.4074074,,17,17,,,,,0,,0,,
512,222,,1427061,16174,813,2609,1693,916,8.423423423,,10,9,,,,,0,,0,,
257,16,,1149,494,226,3520,507,3013,249.5,,7,7,1,0,0,0,0,1,0,,
25,6,,13775,2021,33,2210,1039,1171,565,,3,3,,,,,0,,0,,
7,7,,73,52,11,,,,335.2857143,,1,1,,,,,0,,0,,
76,23,,2902,870,59,,,,17.34782609,,2,2,,,,,0,,0,,5
1,1,,4,4,1,3574,3003,571,1118,,1,1,,,,,0,,0,,
18,15,,1692,862,46,1631,989,642,105.9333333,,1,1,,,,,0,,0,,3
3,1,,110,33,3,3598,1504,2094,2059,,2,2,,,,,0,,0,,
1,,,35,,,3883,3104,779,,,1,1,,,,,0,,0,,
10,4,,645,188,4,,,,78,,3,3,,,,,0,,0,,
7,1,,4464,27,2,,,,843,,1,1,,,,,0,,0,,
47,32,,514,170,32,882,394,488,59.53125,,2,2,,,,,0,,0,,
11,8,,338,322,10,,,,335.625,,1,1,,,,,0,,0,,
7,5,,725,135,12,,,,153,,2,2,,,,,0,,0,,
11,5,,379,122,5,,,,6.8,,1,1,,,,,0,,0,,
170,100,,1203137,2729,111,4496,3238,1258,3.44,,4,4,,,,,0,,0,,
1,,,4,,,,,,,,1,1,,,,,0,,0,,
23,21,,2008,732,30,,,,55.9047619,,2,2,,,,,0,,0,,
43,43,,1067,1067,43,2299,1543,756,79.04651163,,1,1,,,,,0,,0,,
92,12,,2441,329,14,,,,51.16666667,,1,1,,,,,0,,0,,
119,70,,30249,8484,332,3242,231,3011,47.45714286,,11,11,,,,,0,,0,,
39,36,,997,935,44,2610,637,1973,52.52777778,,2,2,,,,,0,,0,,
11,6,,241,30,7,,,,167.5,,1,1,,,,,0,,0,,
3,2,,133,84,7,4859,4676,183,889,,2,2,,,,,0,,0,,
42,8,,7319,111,8,3194,2979,215,144.375,,9,8,,,,,0,,0,,
8,8,,5546,5125,285,4750,4345,405,145.625,,1,1,,,,,0,,0,,
3,3,,197,161,6,2968,1209,1759,317.3333333,,1,1,,,,,0,,0,,
217,61,,5159,1918,138,,,,18.85245902,,3,3,,,,,0,,0,,
28,18,,11451,824,60,4640,4640,0,188.4444444,,5,6,228,109,524,2.298245614,1,55,527,3436.38522,
5,1,,1544,984,67,3463,3463,0,1157,,1,1,,,,,0,,0,,
7,,,641,,,,,,,,3,2,,,,,0,,0,,
14,14,,57,57,14,4248,1247,3001,114.7142857,,3,3,1,0,1,1,0,1,1,,
9,6,,2569,1140,77,1309,778,531,113.6666667,,2,1,,,,,0,,0,,
490,176,,17401,5122,364,,,,7.363636364,,29,28,2,2,1,0.5,0,2,1,93.93228009,
73,,,1567,,,2582,1109,1473,,,2,1,,,,,0,,0,,
555,331,,20766,17005,454,4618,1384,3234,10.57703927,,21,21,3,0,3,1,0,0,3,398.0121875,
5,5,,117,93,7,,,,307.8,,1,1,,,,,0,,0,,
9,7,,118,71,7,,,,239.5714286,,1,1,,,,,0,,0,,
23,,,463,,,,,,,,1,1,,,,,0,,0,,
5,3,,160,86,6,4575,3537,1038,556.3333333,,2,2,2,1,1,0.5,1,1,1,307.0230324,
253,184,,89646,15256,938,2577,2575,2,1.472826087,,22,25,,,,,0,,0,,
6,4,,2333,788,47,1096,1096,0,9.5,,,1,,,,,0,,0,,
756,269,,5374181,18443,693,4710,1361,3349,13.25650558,,61,60,,,,,0,,0,,
3,3,,673,289,16,,,,323,,2,2,,,,,0,,0,,
21,6,,1191,194,6,3959,1976,1983,264.5,,3,4,,,,,0,,0,,
1,,,256,,,,,,,,1,1,,,,,1,,0,,
209,119,,56596,33177,460,,,,16.77310924,,16,18,1,1,20,20,2,0,22,,
1,1,,42,30,2,2377,624,1753,1753,,,1,,,,,0,,0,,
58,36,,956,394,39,3890,1976,1914,114.4722222,,6,6,,,,,0,,0,,
65,49,,24511,3544,300,1887,806,1081,45.65306122,,5,5,,,,,0,,0,,
5,5,,9279,878,50,1779,989,790,259.6,,1,1,,,,,0,,0,,
8,4,,1919,946,66,2065,1671,394,539.25,,2,1,,,,,0,,0,,
12,11,,15441,161,23,189,189,0,58,,1,1,,,,,0,,0,,
40,,,1167,,,1532,892,640,,,1,1,,,,,0,,0,,
1,,,4,,,1946,1946,0,,,1,1,,,,,0,,0,,
1,,,2,,,1621,822,799,,,1,1,,,,,0,,0,,
1,,,4,,,,,,,,1,,,,,,0,,0,,
17,1,,333,1,1,,,,1962,,1,1,,,,,0,,0,,
1,1,,4,16,1,2087,794,1293,2208,,1,1,7,4,11,1.571428571,1,6,14,413.1430208,
10,9,,18624,534,22,2352,2352,0,153.5555556,,2,2,,,,,0,,0,,
1,,,4,,,4886,4055,831,,,1,1,3,0,2,0.666666667,0,1,2,2119.18713,
40,28,,2706,1106,59,,,,0,,1,1,,,,,0,,0,,
79,44,,5948,2494,125,3356,1135,2221,67.95454545,,4,3,,,,,1,,4,,
1618,137,,4532,3854,207,3634,216,3418,27.54744526,,7,7,,,,,0,,0,,
1,1,,2124,1910,92,2447,1652,795,2846,,1,1,,,,,0,,0,,
2,1,,4216,3716,36,3431,1394,2037,2801,,2,2,10,1,21,2.1,0,4,21,3928.930289,
3,2,,261,211,5,1583,780,803,443.5,,1,1,,,,,0,,0,,
21,15,,1925,972,73,4183,3289,894,53.53333333,,1,1,4,3,16,4,0,4,16,454.8990394,
864,236,,988996,8568,548,,,,16.04237288,,48,46,,,,,0,,0,,
6,2,,1727,182,14,3314,896,2418,1460.5,,2,2,,,,,1,,0,,
1,1,,72,71,3,2725,2139,586,1798,,1,1,6,4,27,4.5,0,2,27,1267.886678,
4,,,2422,650,14,,,,,,2,2,,,,,0,,0,,
19,18,,1180,394,20,4097,2165,1932,110.1666667,,2,4,,,,,0,,0,,
11,10,,384,380,16,3671,3136,535,10.1,,1,1,,,,,0,,0,,
4,4,,21,21,4,3847,1533,2314,587.5,,1,1,,,,,0,,0,,
4,3,,26,23,3,2204,1087,1117,967.6666667,,1,1,,,,,0,,0,,
2,1,,130,2,1,,,,133,,2,1,,,,,0,,0,,
5,4,,1092,544,38,2725,847,1878,511.75,,1,1,,,,,0,,0,,
126,86,,12005,3021,201,4057,2491,1566,7.534883721,,11,11,,,,,0,,0,,
1,1,,20,20,1,3989,3968,21,616,,1,1,,,,,0,,0,,
3506,2,,963,112,2,3132,435,2697,971.5,,1,1,1,1,44,44,0,0,44,,
171,48,,6555,4721,128,5303,5302,1,36.5625,,13,12,,,,,0,,0,,
6,,,316,,,2831,2508,323,,,1,1,,,,,0,,0,,
18,9,,18450,5277,133,4919,4770,149,130.6666667,,5,6,,,,,0,,0,,
4,3,,183,97,3,3469,3071,398,272.3333333,,2,2,,,,,0,,0,,
812,396,,74233,14862,621,3186,1271,1915,11.18686869,,70,72,,,,,0,,0,,
311,,,,,,2693,638,2055,,,1,1,1,0,0,0,0,0,0,,
85,52,,5436,1529,125,3577,3577,0,48.88461538,,6,7,1,0,1,1,0,1,1,,
1,,,3,,,,,,,,1,1,,,,,0,,0,,
7,3,,175,24,3,,,,272.6666667,,,1,,,,,0,,0,,
,1,,1635,119,2,2446,674,1772,2895,,,1,,,,,0,,0,,
13,2,,123,30,4,2592,1134,1458,426,,1,1,,,,,0,,0,,
70,41,,10842,1945,77,2706,2701,5,7.390243902,,4,4,,,,,0,,0,,
789,139,,7532,3664,245,2516,2297,219,5.64028777,,11,11,53,2,191,3.603773585,14,5,229,2448.626632,
82,77,,295,231,77,3486,35,3451,21.25974026,,3,3,,,,,0,,0,,
8,2,,114,13,2,,,,750,,3,3,,,,,0,,0,,
977,182,,7262,4166,328,,,,2,,7,6,,,,,0,,0,,
346,24,,19403,1468,79,2292,82,2374,122.25,,7,7,1,0,6,6,0,0,6,,
13,8,,763,410,22,2938,512,2426,232.5,,4,4,,,,,0,,0,,
21,8,,2106,610,8,,,,531.6,,3,2,,,,,0,,0,,
737,300,,60512,24469,820,5169,5169,0,8.816666667,,25,29,,,,,0,,0,,
35,21,,14782,2113,102,4430,1545,2885,129.1428571,,5,5,8,3,44,5.5,10,4,75,2598.282986,
198,28,,22789,4310,266,3872,790,3082,64.57142857,,11,11,,,,,0,,0,,
66,18,,2836,989,32,2803,2803,0,203.8888889,,7,7,,,,,0,,0,,
88,62,,4728,2999,96,4666,3508,1158,51.70967742,,11,10,,,,,0,,0,,
30,2,,1021,19,2,,,,1334.5,,6,5,,,,,0,,0,,
2,,,4,,,2555,931,1624,,,1,1,,,,,0,,0,,
15,1,,3392,402,29,2707,92,2615,2434,,2,1,,,,,0,,0,,
265,160,,11737,6805,418,,,,7.40625,,10,10,1,0,1,1,0,0,1,,
14,11,,1706,720,66,,,,92.18181818,,1,1,12,4,92,7.666666667,1,6,92,877.5336574,
42,5,,2879,118,6,2351,499,1852,894.2,,4,4,,,,,0,,0,,
84,66,,3216,2458,107,1933,1572,361,37.87878788,,5,5,,,,,0,,0,,
9,4,,301,70,4,2576,1398,1178,582.75,,1,1,,,,,0,,0,,
508,169,,36442,7551,490,2473,2194,279,14.21301775,,14,13,1,1,0,0,3,1,0,,
1,1,,26,26,2,3422,1536,1886,2535,,1,1,,,,,0,,0,,
2,,,2,,,1914,1374,540,,,1,1,,,,,0,,0,,
147,88,,32626,7707,668,4811,427,4384,24.875,,9,9,,,,,0,,0,,
11,10,,232,144,10,2940,768,2172,233,,2,2,,,,,0,,0,,
165,140,,11061,8044,457,3923,435,3488,18.4,,8,8,,,,,0,,0,,
,1,,46,30,2,4353,4323,30,1421,,,1,,,,,0,,0,,
3,3,,620,315,12,,,,145,,2,2,,,,,0,,0,,
1,1,,46,2,1,2391,706,1685,1741,,1,1,,,,,0,,0,,
121,76,,71112,17385,258,,,,15.98684211,,6,6,,,,,0,,0,,
2,2,,68,67,2,3463,278,3185,404.5,,1,1,,,,,0,,0,,
7,1,,123,3,1,2371,1505,866,2017,,1,1,,,,,0,,0,,
14,2,,1036,71,2,3496,3496,0,643.5,,3,3,,,,,0,,0,,
201,63,,7528,2468,141,,,,42.55555556,,18,16,,,,,0,,0,,
56,36,,12375,1823,185,1923,206,1717,19.13888889,,3,3,,,,,0,,0,,
24,23,,26328,1973,117,3274,1861,1413,79.17391304,,1,2,,,,,0,,0,,
1305,231,,67982,18031,648,2967,1696,1271,16.77922078,,34,34,3,0,3,1,0,1,3,2474.210394,
9,1,,370,211,5,1246,842,404,830,,1,1,50,22,127,2.54,0,24,127,654.6103935,
,1,,191,18,5,2235,2022,213,116,,,1,,,,,0,,0,,
4,1,,357,114,5,1559,62,1497,3180,,3,3,,,,,0,,0,,0
285,28,,12014,2290,170,,,,3.821428571,,4,4,1,0,0,0,15,1,11,,
9,6,,20587,1015,43,,,,384.6666667,,5,5,,,,,0,,0,,
11,,,585,,,4642,4327,315,,,5,5,,,,,0,,0,,
182,111,,16243,6179,327,4248,754,3494,40.90990991,,15,15,,,,,0,,0,,
76,4,,8685,2711,38,4633,2512,2121,416.25,,3,3,,,,,0,,0,,
3846,595,,219807,168342,3221,5131,254,4877,6.746218487,,36,35,,,,,1,,1,,
1,,,2,,,,,,,,1,1,,,,,0,,0,,
2,,,262,,,4474,3557,917,,,1,1,,,,,0,,0,,
2,,,14,,,,,,,,1,,,,,,0,,0,,
5,5,,7556,254,18,4188,3389,799,57,,1,1,,,,,0,,0,,
139,9,,1044,765,47,,,,187.3333333,,2,2,46,11,131,2.847826087,2,21,133,2049.533183,
480,368,,33584,20481,1282,3691,1088,2603,5.578804348,,19,20,1,0,1,1,0,1,1,,
20,4,,413,129,7,,,,589.5,,4,4,,,,,0,,0,,
111,71,,11564,8219,194,5459,3034,2425,39.88732394,,19,17,3,2,17,5.666666667,1,2,23,432.8126042,
2,,,900,211,5,,,,,,2,,,,,,0,,0,,
15,5,,1214,511,10,,,,106,,2,1,,,,,0,,0,,
5,4,,73,21,4,3119,454,2665,552.25,,2,2,,,,,1,,0,,
3,2,,38,32,2,4067,3508,559,947.5,,3,3,,,,,0,,0,,
1,1,,1001,354,20,3106,2609,497,2040,,1,1,,,,,0,,0,,2
44,27,,1007,403,46,2523,149,2374,186.4444444,,3,2,,,,,0,,0,,
1,,,193,,,3682,3570,112,,,1,1,,,,,0,,0,,
147,78,,32217,7113,163,,,,29.25641026,,12,12,3,1,13,4.333333333,1,1,18,25.05042824,
2,,,27,,,,,,,,2,,,,,,0,,0,,
73,54,,6289,3283,71,,,,9.611111111,,1,1,,,,,0,,0,,
15,1,,1501,62,9,2704,1624,1080,1278,,3,3,,,,,0,,0,,
190,32,,1068,775,42,,,,17.75,,4,4,,,,,0,,0,,
160,90,,9691,6848,157,4195,2560,1635,52.83333333,,24,24,,,,,3,,25,,
1,1,,1301,9,1,,,,1268,,1,1,,,,,0,,0,,
10,7,,733,644,16,2310,1135,1175,209.7142857,,1,1,,,,,0,,0,,
6,3,,26,8,3,1842,1834,8,566.3333333,,3,3,,,,,0,,0,,
149,111,,15511,6613,295,3966,138,3828,34.36036036,,12,12,,,,,0,,0,,
5,3,,536,452,9,1432,1251,181,77,,1,1,,,,,0,,0,,
74,47,,4031,1113,93,569,569,0,107.4680851,,13,14,,,,,0,,0,,
521,246,,1287466,22973,1127,3510,1935,1575,6.219512195,,13,13,5,1,1,0.2,1,2,4,8.906215278,
4,,,37,,,5337,3199,2138,,,2,2,,,,,0,,0,,
43,25,,1468,591,38,1950,1950,0,63.28,,4,4,,,,,0,,0,,
6,2,,994036,334,6,,,,0,,1,1,,,,,0,,0,,
55,24,,4038,2336,76,,,,58.33333333,,2,2,,,,,0,,0,,
21,10,,342,158,11,,,,137.2,,4,4,,,,,0,,0,,
175,22,,1415,633,33,3080,22,3102,100.4761905,,7,8,,,,,0,,0,,
1,1,,109,28,1,2240,1616,624,1447,,,1,,,,,0,,0,,
1,2,,2320,1069,11,4349,3465,884,1057,,1,2,,,,,0,,0,,
51,9,,11094,1447,27,3376,2514,862,286,,6,7,,,,,0,,0,,
239,117,,16515,5757,455,3199,1692,1507,20.65811966,,26,25,,,,,0,,0,,
67,54,,12513,4076,261,2370,2237,133,27.22222222,,4,5,,,,,0,,0,,
5,1,,235,6,3,3067,2101,966,2196,,1,1,,,,,0,,0,,
135,80,,16778,7849,283,,,,15.1125,,8,8,5,1,15,3,5,3,44,143.2778819,
104,82,,25116,7788,372,,,,30.87804878,,10,11,,,,,0,,0,,
9,,,2076,,,947,947,0,,,1,1,52,23,86,1.653846154,0,38,86,672.4592824,
10,9,,366,442,10,4333,4333,0,156.5,,1,1,,,,,0,,0,,
16,3,,4160,549,40,2525,1517,1008,415.6666667,,1,1,,,,,0,,0,,
414,28,,45031,11409,267,,,,31.46428571,,8,7,,,,,1,,2,,
6,5,,123,33,5,3978,1771,2207,718,,1,1,,,,,0,,0,,
8,6,,380,172,7,,,,351.6666667,,1,1,,,,,0,,0,,
25,11,,5370,3061,19,1828,228,1600,154.1818182,,1,1,,,,,0,,0,,
11,5,,428,315,15,3778,2032,1746,196.2,,2,2,,,,,0,,0,,
35,24,,3962,2449,179,,,,76.33333333,,3,3,,,,,0,,0,,
298,29,,5417,3360,154,3922,3057,865,41.55172414,,4,5,,,,,0,,0,,
15,15,,194,149,21,4697,2307,2390,82.73333333,,2,2,,,,,0,,0,,
3,3,,26,26,3,4260,3818,442,889.6666667,,1,1,,,,,0,,0,,
8,4,,2628,858,27,4201,4104,97,180.25,,3,3,,,,,0,,0,,
24,,,3864,,,,,,,,1,,,,,,0,,0,,
18,,,1262,,,3149,3149,0,,,1,1,,,,,1,,42,,
1,1,,8,8,1,2184,2184,0,2845,,1,1,,,,,0,,0,,
11,8,,2360,1208,100,3104,3057,47,138.875,,1,1,,,,,0,,0,,
2,,,25,,,4998,1075,3923,,,1,1,,,,,0,,0,,
41,28,,9912,5189,281,3589,2719,870,81.5,,11,11,,,,,0,,0,,
2,,,7,,,1292,1292,0,,,1,1,,,,,0,,0,,
117,86,,311748,12450,517,2851,1970,881,11.38372093,,9,11,,,,,0,,0,,
56,2,,55501,1778,8,3227,2391,836,311.5,,2,2,,,,,0,,0,,
17,13,,2440,2055,39,,,,3.307692308,,2,2,,,,,0,,0,,
663,255,,64766,13996,814,4024,2740,1284,9.545098039,,24,26,4,2,0,0,3,0,5,786.3739815,
4,,,121,,,2123,1550,573,,,1,1,,,,,0,,0,,
96,75,,43354,16092,838,,,,0.826666667,,4,5,,,,,3,,8,,
22,13,,1040,54,19,1786,1786,0,167.4615385,,1,1,,,,,0,,0,,
35,28,,3595,1337,82,3083,2731,352,12.17857143,,2,2,,,,,0,,0,,
541,156,,25604,10575,459,5052,1504,3548,23.48076923,,36,35,,,,,0,,0,,
30,11,,801,139,24,811,411,400,186.1818182,,1,1,,,,,0,,0,,
1,,,5,,,460,460,0,,,1,1,,,,,0,,0,,
6,3,,889,568,101,3478,31,3509,1074,,2,3,,,,,0,,0,,
27,4,,35303,16242,198,3182,534,2648,937,,5,5,,,,,0,,0,,
12,9,,100,68,14,1503,484,1019,160.2222222,,1,1,,,,,0,,0,,
1,1,,50,50,1,,,,2916,,1,1,,,,,0,,0,,
256,155,1,54281,34843,854,4913,1497,3416,26,4030,24,25,,,,,0,,0,,
195,44,,22734,9181,492,3457,2104,1353,42.18181818,,10,9,,,,,0,,0,,
4,,,238,,,,,,,,1,1,,,,,0,,0,,
106,1,,34,22,1,1897,1045,852,1629,,2,2,,,,,0,,0,,
