number_of_commits,commits_client_files,commits_import_library,code_churn,code_churn_client_files,imports,days_since_first_import,days_since_last_import,days_between_imports,avg_days_commits_client_files,avg_days_commits_import_library,projects,projects_import,Num_Answers,Num_Accepted_Answers,Num_Upvotes,Avg_Score_Per_Answer,Num_Questions,Num_First_Answers,Tag_Score,time_of_activity,rating
21,13,,12863,12774,46,3257,2673,584,129.7692308,,3,2,13,5,407,31.30769231,58,4,674,1797.099352,
16,11,9,2928,2964,20,4740,2322,2418,219.6363636,268.4444444,3,2,,,,,0,,0,,1
197,126,16,86332,52605,252,3942,879,3063,26.20634921,206.375,13,13,1,0,1,1,0,1,1,,
40,29,22,617737,499346,346,3334,2662,672,29.93103448,39.45454545,7,3,,,,,3,,0,,
110,69,34,33361,18252,193,4463,2355,2108,32.80952381,62.63636364,6,4,3,0,1,0.333333333,0,1,1,131.9420255,
3,,,0,,,2084,1538,546,,,1,1,,,,,0,,0,,4
47,8,,16262,225,8,1978,1600,378,281.375,,5,5,18,5,30,1.666666667,3,1,34,1832.296493,
45,43,,2970,2614,48,4526,1670,2856,63.8372093,,4,3,1,0,0,0,0,0,0,,
311,171,23,243822,227583,559,5188,2230,2958,25.75438596,191.4782609,31,28,1,1,4,4,1,0,10,,
160,7,,499,342,8,,,,537,,2,2,2,2,2,1,0,1,2,0.381076389,
54,32,17,54757,18319,154,3979,1260,2719,88.25,176.5,3,5,,,,,0,,0,,
352,204,66,962215,724977,983,5026,1125,3901,21.21319797,81.94117647,23,27,1,0,1,1,0,1,1,,
,1,,168,183,4,2099,2099,0,1325,,,1,,,,,0,,0,,
111,74,,42718,26284,217,,,,1.492537313,,3,3,,,,,0,,0,,
332,255,145,242129,110498,639,2664,163,2501,13.70588235,24.10344828,9,9,,,,,0,,0,,
85,7,,16554,9242,12,3854,2836,1018,317,,8,8,1,0,2,2,0,0,2,,
22,7,,104986,57256,110,4292,1363,2929,299.3333333,,5,5,,,,,0,,0,,4
201,30,,6769,3013,113,4808,1481,3327,49.6,,4,4,,,,,0,,0,,
,1,,,182,1,3702,3680,22,103,,,1,478,298,2056,4.30125523,18,67,2178,2828.302222,
791,226,,236686,120095,505,4641,4641,0,13.14159292,,23,23,14,11,58,4.142857143,2,11,71,501.5860069,
330,161,56,132604,98592,514,3309,2057,1252,19.1863354,55.16071429,17,16,3,3,4,1.333333333,1,3,7,50.13618056,
3,1,,136,107,1,,,,4428,,3,1,,,,,0,,0,,
71,35,7,82582,12180,101,3223,418,2805,83.6,418,13,13,7,5,11,1.571428571,0,6,11,2327.409375,
12,6,,1763,358,8,2020,2018,2,478.8333333,,4,4,27,6,142,5.259259259,0,15,142,2838.996157,
6,,,123,,,4218,4218,0,,,1,1,,,,,0,,0,,
7,2,,4272,3080,1,2893,2890,3,1380,,2,2,,,,,0,,0,,
1,1,,19,6,1,,,,591,,1,1,,,,,0,,0,,
23,13,9,7789,1977,34,4162,1928,2234,175.3846154,253.3333333,1,1,,,,,0,,0,,
1118,173,52,131963,77536,814,3876,310,3566,20.43352601,67.98076923,18,17,,,,,0,,0,,
2885,176,3,356297,323137,516,4215,2172,2043,14.4375,847,53,53,,,,,0,,0,,
642,172,354,185316,20071,928,2456,782,1674,12.24418605,5.949152542,23,23,,,,,0,,0,,
288,187,327,651384,132308,1000,3106,221,2885,13.65775401,7.810397554,20,20,11,1,31,2.818181818,1,9,31,386.3758796,
352,69,55,43159,14276,243,2662,329,2333,42.11594203,52.83636364,11,11,,,,,0,,0,,
106,71,57,53442,9659,268,794,189,605,19.81690141,24.68421053,11,11,7,3,7,1,0,3,7,574.5005671,
111,35,11,130252,48332,77,2023,1086,937,85.17142857,271,19,18,,,,,0,,0,,
736,489,592,1178610,48951,1684,1252,34,1286,2.924335378,2.415540541,49,50,,,,,0,,0,,
28,24,,48259,60582,31,4305,3702,603,108.5,,6,6,,,,,0,,0,,
4,2,,949,71,3,4032,4032,0,533.5,,1,1,45,20,70,1.555555556,1,28,80,2196.925903,
22,17,15,27472,1425,43,1674,479,1195,157.8823529,178.9333333,7,7,9,3,23,2.555555556,1,3,23,333.5373032,
2,2,,22,22,2,,,,0,,1,1,,,,,0,,0,,
59,51,,45318,44692,74,2862,1716,1146,23.70588235,,7,7,8,4,42,5.25,3,6,39,995.6228125,
659,262,,46507,24620,389,3825,2525,1300,1.961832061,,25,26,1,0,0,0,0,0,0,,
16,2,,1321,499,2,2124,2124,0,1001,,1,1,,,,,1,,3,,
110,98,69,94177,47606,341,2386,1915,471,16.42857143,23.33333333,5,3,,,,,2,,5,,
22,11,,3531,2011,30,3364,3210,154,124,,4,3,10,5,77,7.7,3,4,98,1952.734745,
16,12,,25014,11008,72,,,,27.25,,1,2,,,,,0,,0,,
21,5,,44530,12923,58,,,,176.6,,4,4,1,1,0,0,0,1,0,,
80,66,,87672,15686,179,5019,1896,3123,23.65151515,,9,8,2,1,0,0,7,2,96,830.5050579,
297,80,4,39915,11343,164,4795,1100,3695,45.7125,914.25,16,18,1,0,1,1,0,1,1,,
84,23,40,39236,4003,94,517,493,24,52.52173913,30.2,2,2,3,1,5,1.666666667,1,2,6,746.854375,
9,4,16,12104,806,28,3755,1082,2673,1004,251,1,1,1,0,1,1,1,0,1,,
133,18,,42729,42814,124,3623,1303,2320,169.9444444,,8,8,,,,,0,,0,,
92,50,21,80862,60808,146,4151,757,3394,73.32,174.5714286,18,15,2,0,4,2,1,1,29,3184.285613,
200,27,11,199921,144486,99,5001,42,5043,177.037037,434.5454545,8,8,1,0,0,0,0,0,0,,
10,4,,4229,3753,14,4878,4876,2,9.5,,2,1,54,28,256,4.740740741,4,48,276,246.6990046,
472,1,,303,4,1,2284,2042,242,2059,,2,1,1,0,0,0,0,0,0,,
73,31,11,119085,49444,125,3599,2349,1250,59.51612903,167.7272727,8,8,,,,,0,,0,,
220,60,,1483081,166646,274,2833,508,2325,44.73333333,,20,20,,,,,0,,0,,
362,65,3,36508,22398,107,3855,3855,0,55.35483871,,10,10,6,2,50,8.333333333,0,4,50,1475.779988,
1,1,,2269,650,3,2734,1648,1086,1747,,1,1,,,,,0,,0,,
251,61,1,75692,4634,91,3914,1275,2639,77.04918033,4700,10,10,2,1,0,0,0,2,0,19.32658565,
58,26,6,6947,2460,54,3567,2382,1185,50,216.6666667,17,17,64,31,89,1.390625,0,46,89,1585.383252,
39,12,,880,369,17,,,,10.25,,3,3,1,1,1,1,5,1,3,,
30,13,,5216,4694,27,,,,121.5384615,,2,1,,,,,0,,0,,
49,34,11,46912,19481,189,1993,653,1340,75.76470588,234.1818182,9,9,,,,,0,,0,,2
7,4,7,21973,617,13,2019,1143,876,778.5,444.8571429,4,4,,,,,0,,0,,
16,2,,20387,8698,22,4131,2946,1185,909,,3,3,,,,,0,,0,,
2,,,2978,,,,,,,,1,1,,,,,0,,0,,
1,1,,11,11,1,,,,324,,1,1,,,,,2,,0,,
44,29,,22530,11095,66,4898,408,4490,154.5172414,,3,5,3,0,3,1,0,3,3,0,
78,21,,29795,21566,30,3502,3502,0,120.1428571,,7,7,,,,,0,,0,,
12,4,,1585,331,8,4123,1828,2295,984,,3,3,,,,,0,,0,,
14,2,,4625,3710,4,3303,3303,0,501.5,,3,3,,,,,0,,0,,
292,14,2,25008,543,21,3423,449,2974,246.9285714,1728.5,2,2,,,,,0,,0,,
8,5,,927,637,11,,,,536.4,,3,3,10,1,81,8.1,6,4,88,2785.665706,
2,1,,12089,169,12,5617,354,5263,4665,,2,2,,,,,0,,0,,
13,7,,506,263,13,,,,162.5714286,,3,3,,,,,0,,0,,
15,1,,103,109,6,1957,119,1838,2338,,1,1,19,8,36,1.894736842,148,12,575,3771.422616,
8,5,,4793,4318,27,3665,78,3587,1053.2,,6,6,,,,,0,,0,,
81,43,,49869,38881,142,3022,1708,1314,85.34883721,,9,9,3,0,3,1,0,0,3,1085.130822,
308,81,35,345486,85304,823,3988,378,3610,51.54929577,332.7272727,8,7,,,,,0,,0,,
52,35,18,145146,156083,155,2343,158,2185,55.42857143,107.7777778,4,5,,,,,0,,0,,
93,14,1,4520,383,15,2513,2513,0,143.7857143,2013,3,3,,,,,0,,0,,
37,4,,71328,34184,142,,,,783.75,,2,2,5,0,5,1,0,0,5,0,
173,104,47,231306,137236,440,2649,87,2562,29.51923077,65.31914894,20,18,,,,,0,,0,,
5,2,7,18381,360,11,1265,1265,0,156.5,44.71428571,2,2,,,,,0,,0,,
225,174,74,1377333,1311663,394,1928,1843,85,8.224137931,19.33783784,25,25,,,,,1,,0,,
372,105,76,621917,54579,333,4755,365,4390,39.83809524,55.03947368,9,9,1,1,2,2,1,1,5,,
24,16,10,3160,1284,48,2709,2688,21,71.6875,114.7,3,3,,,,,0,,0,,
214,148,136,758065,736334,1027,2812,880,1932,27.50675676,29.93382353,17,16,2,0,0,0,0,1,0,2424.757373,
106,24,,53241,17995,59,2986,2747,239,95.20833333,,3,3,,,,,0,,0,,
60,3,,25469,29661,61,3257,706,2551,849.6666667,,2,2,,,,,0,,0,,
6,4,,1442,1280,16,,,,247.25,,1,1,1,0,0,0,5,1,49,,
86,64,7,9573,2613,199,2409,1439,970,61.046875,558.1428571,11,11,,,,,2,,24,,
14,14,,8340,5084,55,4474,888,3586,260.3571429,,1,1,1,1,0,0,2,0,4,,
161,8,,3761,1205,15,,,,255.5,,3,1,96,30,162,1.6875,1,69,164,361.1997917,
212,60,63,13050,12038,463,3695,1945,1750,37.46666667,35.68253968,7,7,6,2,5,0.833333333,0,2,5,2138.245266,
1,,,4,,,,,,,,1,1,,,,,0,,0,,
30,11,15,2452,1241,38,3933,1553,2380,193.7272727,142.0666667,4,4,,,,,0,,0,,
4,3,,1071,260,8,1804,356,1448,609.3333333,,2,2,,,,,0,,0,,
84,64,,48941,36783,358,2955,1697,1258,34.09375,,7,7,10,3,20,2,0,6,20,821.8527315,
3,2,1,10112,394,3,1288,20,1308,766.5,1533,2,2,,,,,0,,0,,
224,2,,41929,35569,62,,,,333.5,,2,2,2,0,2,1,0,0,2,115.0492477,5
315,119,,152326,111642,319,3589,3589,0,6.739495798,,18,18,6,3,5,0.833333333,3,5,15,26.80884259,
9,3,,407,235,3,2311,2211,100,243,,1,1,,,,,0,,0,,
6,5,,607,564,28,3363,833,2530,670.2,,2,2,,,,,0,,0,,
46,12,,457411,248743,70,,,,90.75,,6,5,3221,1244,33642,10.44458243,1,42,33643,4.54,
2,2,,339,4,2,3684,3684,0,323,,1,1,,,,,0,,0,,
63,36,,10280,3338,82,,,,9.111111111,,2,2,,,,,0,,0,,
233,161,2,275640,25398,357,2072,1989,83,11.35403727,914,15,15,,,,,0,,0,,
12,,,80,,,,,,,,1,,,,,,0,,0,,
38,10,7,41265,14718,140,1488,1370,118,59.7,85.28571429,3,3,1,0,2,2,0,0,2,,
15,5,,26063,16100,22,3179,3099,80,33.4,,4,5,579,321,536,0.925734024,2,90,543,1413.9386,
227,33,71,130040,13663,149,1324,1052,272,33.63636364,15.63380282,13,13,,,,,0,,0,,
347,159,7,144970,35292,334,4954,714,4240,26.83544304,706.6666667,24,25,,,,,0,,0,,
200,6,,46667,30700,101,2169,2169,0,97.33333333,,5,5,60,16,76,1.266666667,0,26,76,3033.252731,
53,41,45,116060,52366,421,1779,187,1592,38.73170732,35.28888889,7,7,,,,,0,,0,,
171,52,62,60893,17974,140,3736,1241,2495,50.36538462,42.24193548,9,9,5,1,4,0.8,0,2,4,1815.988623,
13,3,,874,92,6,,,,199.6666667,,3,2,,,,,0,,0,,
52,33,13,52718,6988,103,1779,723,1056,66.24242424,168.1538462,3,6,1,0,0,0,0,1,0,,
33,8,3,47378,40362,109,,,,7.2,,3,1,,,,,0,,0,,
445,83,3,23758,16687,177,1856,1840,16,2.734939759,75.66666667,2,1,3,1,10,3.333333333,3,0,16,469.5783449,
1828,242,261,705753,95676,1118,3574,254,3320,14.40082645,13.35249042,24,24,1,0,0,0,1,0,0,,
27,15,,9902,8546,42,4136,1793,2343,72.8,,3,2,6,3,4,0.666666667,5,4,6,1065.648333,
6,6,,18240,18032,21,,,,422.3333333,,3,3,,,,,0,,0,,
19,3,6,35546,193,11,1322,62,1260,700.6666667,350.3333333,4,3,,,,,0,,0,,
29,26,25,18766,1884,76,1388,1367,21,0.730769231,0.76,1,1,,,,,0,,0,,
195,103,156,222643,79776,751,1806,511,1295,30.54368932,20.16666667,4,4,,,,,0,,0,,
11,5,,2790,1485,14,4153,4153,0,216.2,,4,3,,,,,0,,0,,
37,4,,500,60,4,,,,289.25,,2,2,7413,3412,13574,1.831107514,75,80,13706,3251.879595,
,1,,21903,22232,20,2836,2836,0,0,,,1,,,,,0,,0,,
65,44,,154522,17977,57,1972,1312,660,8.954545455,,3,4,,,,,0,,0,,
27,10,1,34181,5165,41,1384,1097,287,28.7,287,1,1,,,,,0,,0,,
153,90,17,84292,20589,194,1588,1087,501,11.4,60.35294118,21,21,4,1,2,0.5,1,3,2,453.7819097,
19,9,12,21624,3670,52,2688,419,2269,280.1111111,210.0833333,5,5,2,0,1,0.5,0,0,1,2.192511574,
180,110,,73052,57286,763,1750,1750,0,26.08411215,,14,14,1,0,0,0,0,1,0,,
7,6,17,22635,495,25,2588,1949,639,181.8,56.8125,2,2,,,,,0,,0,,
29,10,5,287528,249616,68,2441,1411,1030,174.6,349.2,4,3,,,,,1,,5,,
1,,,22,,,,,,,,1,1,,,,,3,,7,,
84,58,40,26625,7396,166,3353,1611,1742,51.46551724,74.625,4,5,5,1,5,1,0,2,5,2414.294977,
288,98,124,134440,55584,453,5181,1259,3922,45.53061224,35.98387097,14,14,1,1,0,0,0,1,0,,
79,15,11,16084,5908,31,2404,1893,511,118.2666667,161.2727273,7,6,20,5,347,17.35,4,6,415,3340.557049,
116,,,14,0,,4451,1208,3243,,,1,1,,,,,0,,0,,
29,16,,44293,41223,49,3618,1616,2002,112.1875,,6,6,,,,,0,,0,,
110,66,2,81504,46626,187,4310,2080,2230,32.91803279,,9,11,32,5,614,19.1875,0,16,614,1773.411806,
1,1,,14908,24155,,3408,3302,106,350,,,1,,,,,0,,0,,
50,26,7,27098,47022,59,4936,76,5012,171.8461538,638.2857143,5,6,8,3,8,1,0,8,8,284.861713,
150,22,,70591,32857,69,5211,646,4565,135.7272727,,4,7,12,7,18,1.5,2,7,21,363.7513889,
97,16,,2007,316,24,3427,1337,2090,135,,4,3,,,,,0,,0,,
48,9,,52630,3955,24,2141,1259,882,19.88888889,,4,6,,,,,0,,0,,
45,3,,26411,12990,8,3822,799,3023,784.6666667,,1,2,,,,,0,,0,,
401,65,1,100192,35898,182,2355,24,2331,52.55384615,3416,10,11,,,,,0,,0,,
67,4,8,91283,4927,11,3790,70,3860,856.25,428.125,5,5,,,,,0,,0,,
406,16,,126669,90067,267,3489,1047,2442,169.125,,2,3,,,,,0,,0,,
11,4,,1514,267,8,4329,1299,3030,2392,,2,1,2,1,1,0.5,1,2,2,16.02287037,
570,228,112,854427,679139,1151,4837,79,4916,21.98245614,44.75,36,41,,,,,0,,0,,
25,13,,24479,20205,58,2643,1766,877,86.15384615,,3,2,,,,,0,,0,,
93,9,,60931,5624,25,2249,465,1784,257.5555556,,7,6,,,,,0,,0,,
14,3,,48834,178,5,,,,1357.666667,,3,3,8,4,45,5.625,0,1,45,-3.97275463,
7,5,,83099,77723,39,,,,29.8,,1,2,,,,,0,,0,,
5,2,,11866,353,18,1447,1447,0,261.5,,1,1,,,,,0,,0,,
40,11,,69566,5105,17,,,,268.9090909,,11,9,,,,,0,,0,,
1220,313,167,3113333,151730,1343,1538,328,1210,5.690095847,10.66467066,59,58,10,2,19,1.9,0,3,19,537.089375,
487,50,30,720865,128303,216,1585,41,1626,44,73.33333333,13,14,,,,,0,,0,,5
586,247,5,614803,359530,1271,594,70,524,4.311740891,213,51,52,,,,,0,,0,,
317,144,124,253405,98386,385,2136,1376,760,10.46527778,12.15322581,20,20,42,17,44,1.047619048,6,28,69,904.1851273,
15,11,,7294,976,31,,,,99.81818182,,2,2,,,,,1,,0,,
45,11,11,24892,957,42,1203,1201,2,180.4545455,180.4545455,4,4,1,0,0,0,0,0,0,,
1546,630,91,257832,23181,797,1266,519,747,2.412698413,16.7032967,53,53,4,1,-1,-0.25,5,3,3,1056.590058,
15,15,9,1336,857,62,2234,1931,303,176.5333333,294.2222222,2,2,2,2,2,1,0,2,2,0.055231481,
567,266,238,353335,52380,1180,2367,979,1388,9.789473684,10.94117647,20,20,,,,,0,,0,,
392,67,7,68376,4997,96,3104,223,2881,36.58208955,350.1428571,20,20,,,,,8,,1,,5
294,160,128,205620,23196,562,1879,1025,854,10.425,13.03125,32,32,5,0,6,1.2,1,1,6,2422.470856,
48,13,,13293,4781,31,,,,249.6153846,,5,5,,,,,0,,0,,
9,6,,23540,17253,6,,,,27.83333333,,1,1,3,0,2,0.666666667,0,2,2,262.2607407,
148,113,155,153966,25348,551,1696,499,1197,10.61946903,7.741935484,9,9,,,,,0,,0,,
240,128,13,179029,94124,512,382,382,0,6.3515625,62.53846154,12,12,113,45,95,0.840707965,2,80,97,975.1233912,
1030,306,115,174832,48217,795,2026,2,2024,6.699346405,17.82608696,45,44,28,15,16,0.571428571,7,21,21,2092.505347,
151,37,,27695,1795,49,1024,73,951,59.43243243,,8,8,,,,,0,,0,,
2154,420,100,455583,104060,1036,1688,78,1766,10.31666667,43.33,96,96,,,,,0,,0,,
211,125,28,132770,36334,360,1746,652,1094,22.864,102.0714286,15,15,1,0,2,2,1,1,5,,
384,178,80,410696,85843,399,2891,21,2912,11.21348315,24.95,18,22,,,,,1,,-1,,
129,101,102,89458,11029,400,1543,388,1155,14.96039604,14.81372549,10,10,11,2,9,0.818181818,1,8,10,2067.00316,
70,17,3,234497,12210,104,1433,540,893,64.05882353,363,7,7,,,,,0,,0,,
157,100,94,92144,3297,227,2395,821,1574,16.7,17.76595745,7,6,,,,,0,,0,,
675,578,64,156662,76090,1334,2330,491,1839,0.702422145,6.34375,14,13,2,1,34,17,1,1,34,1998.625058,4
16,9,,27697,1517,32,420,274,146,44.11111111,,6,6,1396,730,2652,1.899713467,0,43,2652,3810.246898,
54,40,8,18146,1447,54,1771,712,1059,50.27272727,69.125,2,1,,,,,0,,0,,
131,52,1,80983,59016,100,1597,696,901,62.32692308,3241,15,16,,,,,0,,0,,
3,1,,155,21,1,,,,1139,,1,1,,,,,0,,0,,
44,17,35,416875,2168,90,664,532,132,28.70588235,13.94285714,7,7,,,,,0,,0,,
590,195,91,458267,66014,633,3505,43,3548,21.60512821,46.2967033,65,70,5,0,24,4.8,1,0,29,1103.528044,
450,107,40,90944,16989,226,2098,107,1991,18.28971963,48.925,11,11,1,0,0,0,1,0,0,,
403,250,181,442686,121175,717,1056,434,622,13,17.9558011,25,22,2,0,0,0,0,0,0,418.6319907,
5,1,,22,10,1,,,,225,,3,2,,,,,0,,0,,
6,7,,2028,1695,21,1836,978,858,147.2857143,,1,2,,,,,0,,0,,
188,91,10,71717,27009,203,880,413,467,10.7032967,97.4,15,13,,,,,0,,0,,
3,2,,45,41,5,1102,569,533,469.5,,1,1,,,,,0,,0,,
358,40,,177092,3081,46,2167,1195,972,54.55,,7,7,,,,,0,,0,,
192,92,81,299741,25460,417,1090,112,978,13.79347826,15.66666667,24,24,,,,,0,,0,,
2,1,,200,80,1,879,760,119,773,,1,1,,,,,0,,0,,
1501,27,,127340,27333,129,1423,192,1231,40.11111111,,8,8,,,,,0,,0,,
76,62,93,90962,11093,312,1060,954,106,15.16129032,10.10752688,3,2,,,,,0,,0,,
14,4,,4129,415,10,2618,1810,808,459.25,,5,4,,,,,0,,0,,
15,12,21,1936,881,45,1428,434,994,99.5,56.85714286,3,4,,,,,0,,0,,
188,71,14,245395,14103,217,1830,388,1442,27.92957746,141.6428571,9,10,4,3,3,0.75,0,3,3,1409.839977,
10,4,,546,71,9,1085,707,378,118,,2,3,,,,,0,,0,,
28,11,14,51105,11433,69,1920,977,943,135.0909091,106.1428571,9,9,,,,,0,,0,,
13,4,,1050432,510,5,,,,726.75,,2,1,2,1,0,0,0,2,0,18.81833333,
12,9,1,942,269,12,1083,165,918,91.66666667,825,3,3,1,0,0,0,1,1,0,,
3,,,42,,,1286,1214,72,,,1,1,,,,,0,,0,,
187,134,13,387424,212829,372,2438,1260,1178,29.64179104,305.5384615,46,46,85,38,406,4.776470588,4,34,416,2603.050579,
55,43,,21391,20137,77,85,75,10,11.11627907,,4,4,,,,,0,,0,,
113,47,,22241,3471,146,820,633,187,16.82978723,,16,16,1,0,1,1,0,0,1,,
345,8,3,55741,24217,36,3019,3019,0,250.75,668.6666667,13,14,,,,,0,,0,,
269,86,84,286364,25461,372,979,250,729,8.325581395,8.523809524,9,9,,,,,0,,0,,3
336,212,2,463026,51228,791,1373,413,960,5.114285714,537,16,16,43,20,77,1.790697674,2,24,82,1144.422257,
8,4,,132,49,4,1062,332,730,283.25,,5,5,,,,,0,,0,,
103,48,18,79492,14687,217,1834,480,1354,29.83333333,79.55555556,6,5,,,,,2,,0,,
11,1,21,29534,2890,58,587,304,283,825,39.28571429,1,1,,,,,0,,0,,4
365,90,,7040,3480,108,29,19,10,19.51111111,,3,2,,,,,0,,0,,
218,119,105,448173,9690,413,187,72,115,2.369747899,2.685714286,27,27,,,,,0,,0,,4
60,31,,1345,789,33,3937,699,3238,122.1935484,,9,9,22,1,205,9.318181818,0,3,205,-365.1144792,2
15,3,,279,98,3,,,,364.6666667,,3,3,,,,,0,,0,,
27,21,,87390,73366,95,1753,1237,516,30.04761905,,3,4,,,,,0,,0,,
68,6,,388164,1371,9,733,648,85,72.83333333,,4,4,,,,,0,,0,,
31,11,,23878,12258,14,1225,1127,98,34.54545455,,6,6,,,,,0,,0,,
89,45,15,422732,35467,86,359,10,349,36.24444444,108.7333333,12,12,615,207,6176,10.04227642,0,29,6176,2183.147639,
103,53,87,328391,197499,362,2131,395,1736,32.79245283,19.97701149,10,9,,,,,0,,0,,
293,47,9,108107,19349,94,2322,45,2277,52.4893617,274.1111111,16,17,3,0,5,1.666666667,0,2,5,2488.337685,
187,37,33,123993,6767,148,1777,242,1535,41.75675676,46.81818182,10,10,,,,,0,,0,,
10872,2151,434,4483184,109507,3308,2772,183,2589,1.662017666,8.237327189,180,179,,,,,0,,0,,
147,22,,11187,833,39,920,101,819,82.72727273,,5,5,3,0,10,3.333333333,0,2,10,2032.217164,
14,9,12,24282,519,23,1133,1130,3,96.55555556,72.41666667,2,2,44,23,57,1.295454545,0,21,57,2493.780984,
769,151,142,282861,7025,319,1110,345,765,9.417218543,10.01408451,19,19,1,0,0,0,1,1,0,,
202,108,101,203578,25585,371,1672,63,1609,14.89814815,15.93069307,19,19,,,,,0,,0,,
112,75,37,66205,8316,249,1382,9,1391,19.57333333,39.67567568,10,10,,,,,0,,0,,
684,258,152,736012,105556,670,2245,189,2056,9.875968992,16.76315789,38,38,9,0,0,0,4,6,5,524.8877894,
68,20,,91038,51586,166,,,,67.65,,8,9,,,,,0,,0,,
588,123,,11113,3256,140,3394,2550,844,31.83739837,,20,18,1,1,3,3,0,1,3,,
541,217,12,88746,36262,476,2157,2156,1,7.516129032,135.9166667,23,22,2,1,1,0.5,0,1,1,2395.918229,
4,4,,1068,941,8,,,,0,,1,1,,,,,0,,0,,
1129,902,67,1138682,352186,2841,3312,41,3271,4.109756098,55.32835821,240,242,,,,,0,,0,,
214,21,,18800,22476,34,,,,195.3809524,,11,11,5,2,39,7.8,2,2,79,1544.222998,
78,49,8,33280,69508,127,3888,819,3069,58.9375,353.625,9,8,,,,,0,,0,,
1744,174,4,52398,9942,266,2333,2321,12,13.25287356,576.5,12,11,,,,,0,,0,,
5,4,,15154,9356,32,3915,117,3798,2030,,1,1,3,0,2,0.666666667,0,2,2,-1.134085648,
52,31,,23123,755,45,2573,844,1729,105.5333333,,4,5,,,,,0,,0,,
1132,73,5,51254,45817,166,2757,1803,954,42.13888889,606.8,24,21,,,,,0,,0,,
3152,542,476,359271,175373,1676,5398,454,4944,8.996309963,10.24369748,81,81,177,69,480,2.711864407,13,51,501,4242.182465,
714,89,,426028,323031,823,4790,3341,1449,25.78651685,,13,13,,,,,0,,0,,
6,3,,199,96,4,2525,695,1830,354,,2,2,,,,,0,,0,,
13,1,,2481,53,1,,,,1048,,2,2,,,,,0,,0,,
1172,194,9,311673,56969,525,2612,188,2424,24.48969072,527.8888889,17,17,63,15,307,4.873015873,5,17,312,1932.02941,
85,3,,38414,13728,27,5172,449,4723,1571.666667,,12,13,,,,,0,,0,,
592,106,18,293680,171713,382,2609,1184,1425,22.47169811,132.3333333,21,23,,,,,0,,0,,
829,284,,15156,6931,340,,,,1.549295775,,31,30,,,,,0,,0,,
1183,194,1,635881,119420,821,3520,507,3013,20.5257732,3982,53,52,6,2,35,5.833333333,0,5,35,3316.0989,
364,294,86,125687,10531,461,3326,71,3397,15.75510204,53.86046512,31,31,,,,,0,,0,,
557,87,,143356,78995,315,2210,1039,1171,45.04597701,,26,26,,,,,3,,2,,
44,,,4001,,,4825,4473,352,,,2,1,1,0,0,0,7,0,3,,
309,137,12,73959,7260,211,1221,21,1242,13.28467153,151.6666667,23,23,2,1,1,0.5,2,2,2,1090.049745,
98,61,3,5952,4263,100,3739,2773,966,16.26229508,330.6666667,6,6,4,3,2,0.5,2,4,2,1387.962801,
13,8,,18037,13370,20,2693,1664,1029,95.75,,2,2,,,,,0,,0,,
