number_of_commits,commits_client_files,commits_import_library,code_churn,code_churn_client_files,imports,days_since_first_import,days_since_last_import,days_between_imports,avg_days_commits_client_files,avg_days_commits_import_library,projects,projects_import,Num_Answers,Num_Accepted_Answers,Num_Upvotes,Avg_Score_Per_Answer,Num_Questions,Num_First_Answers,Tag_Score,time_of_activity,rating
15,14,,335,334,21,3378,3378,0,677.3333333,,1,1,,,,,0,,0,,
155,107,,12206,6026,269,1836,545,1291,19.45794393,,6,6,,,,,0,,0,,
4,4,,158,158,7,3257,2957,300,316.5,,2,2,,,,,0,,0,,
56,39,,19185,17475,96,4740,2322,2418,97.28205128,,13,13,,,,,0,,0,,5
123,66,4,22415,12943,417,3942,1295,2647,43.37878788,715.75,5,5,,,,,0,,0,,
188,158,,84607,66745,1022,3334,1262,2072,18.01898734,,19,21,,,,,0,,0,,
42,31,,1461,1069,42,4463,958,3505,55.35483871,,3,3,,,,,0,,0,,
10,10,,18168,12653,144,2084,1538,546,268.2,,3,3,,,,,0,,0,,4
56,42,2,40104,32072,213,5188,2230,2958,121.0952381,2543,12,11,,,,,0,,0,,
12,11,,228,225,11,,,,168,,1,1,,,,,0,,0,,
12,10,,20446,19204,74,4422,2486,1936,234.3,,2,2,,,,,0,,0,,
164,122,,632064,190829,1379,5026,224,4802,40.95081967,,16,12,,,,,0,,0,,
8,3,,10507,9523,44,1749,683,1066,402.3333333,,3,3,,,,,0,,0,,
629,265,4,242199,212960,1344,2664,599,2065,13.16981132,872.5,19,19,,,,,0,,0,,
2,1,,17,4,1,3854,3232,622,1175,,2,2,,,,,0,,0,,
454,291,1,14547,12544,433,4292,1359,2933,11.97250859,3484,46,47,4,1,38,9.5,0,1,38,2150.554491,4
243,24,,2692,1798,51,4808,1481,3327,128.0416667,,5,5,,,,,0,,0,,
5,3,,6522,5819,50,3702,3680,22,267.3333333,,4,4,,,,,0,,0,,
1,1,,11,11,1,,,,2976,,1,1,,,,,0,,0,,
1,,,6,,,2020,2018,2,,,1,1,,,,,0,,0,,
173,99,,11272,9158,222,4218,826,3392,35.86868687,,25,25,,,,,0,,0,,
14,5,,49,40,5,2893,2890,3,896.4,,2,2,,,,,0,,0,,
991,421,,40370,33815,774,3876,552,3324,6.781472684,,17,17,,,,,0,,0,,
386,220,,54628,23339,472,,,,21.52272727,,7,7,,,,,0,,0,,
672,278,3,89787,48489,794,3349,210,3139,14.85611511,1376.666667,27,26,1,1,6,6,0,1,6,,
2401,571,37,478976,385575,2778,4305,630,3675,9.23642732,142.5405405,130,129,,,,,0,,0,,
40,30,,4909,3394,60,,,,143.9666667,,11,11,,,,,0,,0,,
11,11,,4087,4067,42,4032,4032,0,101.1818182,,4,4,472,347,4383,9.286016949,1,68,4388,2522.580532,
65,43,2,114427,90898,480,1674,479,1195,58,1247,20,20,,,,,0,,0,,
57,32,,17592,16492,145,,,,45.4375,,5,5,,,,,0,,0,,
69,19,,1170,720,39,2862,1716,1146,80,,33,33,7,2,49,7,4,3,46,355.7037847,
902,552,6,310140,233629,1746,3825,1870,1955,8.730072464,803.1666667,72,71,,,,,0,,0,,
27,23,,20580,6052,175,,,,49.13043478,,8,8,,,,,0,,0,,
1270,151,2,101980,85307,753,2438,2138,300,11.90728477,899,9,9,,,,,0,,0,,
13,8,,564,450,13,2124,2124,0,243,,10,10,,,,,0,,0,,
51,46,,43702,23220,97,2386,1915,471,37.32608696,,7,8,,,,,0,,0,,
245,64,,44740,36098,274,3364,1011,2353,47.03125,,11,12,4,1,2,0.5,5,4,14,1941.952257,
27,13,1,30185,14616,123,614,614,0,66.84615385,869,4,4,,,,,0,,0,,
143,74,,30777,9882,273,1449,225,1224,26.54054054,,5,4,,,,,0,,0,,
23,20,,3537,3268,99,,,,83.75,,3,3,,,,,0,,0,,
15,11,,390,277,13,4482,505,3977,420.9090909,,3,3,,,,,0,,0,,
55,31,,3408,2303,74,3599,2349,1250,37.5483871,,3,3,,,,,0,,0,,
80,50,,3109,2252,55,3855,3855,0,39.16,,3,3,,,,,0,,0,,
2,1,,4,2,1,2734,2155,579,1268,,1,1,,,,,0,,0,,
230,129,,41311,20102,231,3914,1275,2639,35.91472868,,24,22,22,13,131,5.954545455,0,14,131,52.22760417,
480,45,2,9704,8246,142,1939,1700,239,79.55555556,1790,9,9,1,0,7,7,0,0,7,,
346,39,3,133884,36928,477,422,422,0,53.97435897,701.6666667,9,8,,,,,0,,0,,4
92,48,,32977,11586,216,1993,653,1340,61.29166667,,4,4,,,,,0,,0,,4
24,12,,1040,624,26,2019,1143,876,239.5,,8,8,,,,,0,,0,,
128,56,,16602,7266,158,4131,2946,1185,38.14285714,,5,5,,,,,0,,0,,
4,1,,1925,845,33,,,,1324,,1,1,,,,,0,,0,,
66,50,,3706,3144,113,,,,65.12,,8,8,,,,,0,,0,,
14,6,,14323,13069,33,2148,1842,306,473,,1,1,,,,,0,,0,,
500,122,1,46117,21987,545,1631,798,833,23.25409836,2837,30,30,,,,,0,,0,,
354,256,,56621,26970,714,4898,65,4963,20.2109375,,27,28,243,190,455,1.872427984,6,85,474,1422.30456,
33,17,,47269,42358,172,4123,1828,2295,135.6470588,,4,4,,,,,0,,0,,
7,2,,2004,1276,23,3303,75,3228,1045.5,,2,2,,,,,0,,0,,
4,4,,312,276,138,,,,120.5,,4,4,,,,,0,,0,,
1644,354,9,114204,78803,1488,3423,449,2974,10.39265537,408.7777778,31,31,,,,,0,,0,,
3,,,163,,,727,566,161,,,3,3,,,,,0,,0,,
190,175,,71418,33674,342,3245,484,2761,15.58285714,,5,5,,,,,0,,0,,
25,8,,2995,886,41,5617,8,5609,619.5,,9,9,,,,,0,,0,,
20,,,1072,,,3837,3837,0,,,1,1,,,,,0,,0,,
3,2,,33,11,3,1078,1078,0,632,,2,1,,,,,0,,0,,
50,17,,1313,566,19,1957,119,1838,183.2941176,,3,3,11,1,9,0.818181818,43,9,44,373.3479861,
324,25,5,45703,27986,208,3665,78,3587,213.4,1067,16,16,,,,,0,,0,,
448,329,,54430,39610,660,3022,215,2807,12.34650456,,33,33,,,,,0,,0,,
1,1,,5444,2072,11,3988,351,3637,3805,,1,1,,,,,0,,0,,
6,3,,94,50,7,2343,158,2185,639.3333333,,4,4,,,,,0,,0,,
1,1,,122,70,1,4755,4440,315,1667,,1,1,,,,,0,,0,,
260,155,2,83139,25267,489,2812,880,1932,26.2,2030.5,27,28,1,0,-1,-1,0,0,-1,,
1,1,,14,14,2,2986,2747,239,1690,,1,1,,,,,0,,0,,
229,132,,77638,10330,335,,,,23.53030303,,11,11,,,,,1,,4,,
53,37,,16714,9903,140,2409,1439,970,113.8378378,,2,3,,,,,0,,0,,
4,3,,1293,1291,18,,,,852,,2,2,,,,,0,,0,,
201,86,,11455,4492,148,3933,1553,2380,43.96511628,,16,16,,,,,0,,0,,
182,67,3,18135,6603,204,1804,52,1752,32.04477612,715.6666667,24,24,,,,,1,,2,,
60,38,,4122,3627,149,2955,2328,627,42.18421053,,6,6,,,,,0,,0,,
215,23,3,80279,76115,314,2225,1819,406,67.86956522,520.3333333,6,7,,,,,0,,0,,
126,91,,45331,32655,498,,,,37.79120879,,9,9,1,0,0,0,0,0,0,,
1,1,,13524,10910,78,1590,1399,191,1915,,1,1,,,,,0,,0,,
16,7,,4045,1691,47,2913,2586,327,409.1428571,,5,5,,,,,0,,0,,
84,52,,32262,16180,317,1578,1575,3,20.36538462,,5,5,,,,,0,,0,,
113,77,,5796,4236,172,2072,1989,83,26.68831169,,4,4,,,,,0,,0,,
22,19,,3057,2422,67,,,,66.84210526,,4,4,,,,,0,,0,,
4,2,,3339,331,20,3179,2402,777,1486,,1,1,,,,,2,,2,,
336,243,2,83744,44518,626,4954,439,4515,20.37860082,2476,44,44,,,,,0,,0,,
201,28,,47575,39664,231,2169,2169,0,70.53571429,,10,10,29,3,586,20.20689655,1,2,586,2290.176505,
234,182,1,40852,23119,518,929,518,411,16.7032967,3040,10,10,1,0,58,58,1,0,60,,
7,5,,292,44,10,3736,1241,2495,327.4,,1,1,,,,,0,,0,,
6,5,,22270,19853,69,,,,215.8,,3,3,,,,,0,,0,,
2940,589,4,669482,399290,4218,1779,44,1823,4.100169779,603.75,122,119,1,0,0,0,0,1,0,,
90,57,1,256795,201855,1133,4501,63,4438,84.71929825,4829,9,9,,,,,0,,0,,
1486,6,,1123,153,8,,,,343.3333333,,4,4,,,,,0,,0,,
235,150,10,32553,17219,493,3574,254,3320,23.04666667,345.7,15,15,,,,,0,,0,,
59,10,,7043,406,37,4136,1793,2343,449.8,,7,7,,,,,0,,0,,
11,3,,1256,597,4,,,,822.6666667,,2,2,,,,,0,,0,,
5,3,,11880,9180,66,,,,434,,1,1,,,,,0,,0,,
2,1,,57,53,14,,,,3752,,2,2,,,,,0,,0,,
65,24,,5515,1634,66,1322,1322,0,86.66666667,,2,2,,,,,0,,0,,
3,3,,264,264,21,,,,164.6666667,,2,2,,,,,0,,0,,3
16,6,,2273,1025,28,,,,267.1666667,,5,3,,,,,0,,0,,
26,4,,16228,15125,26,,,,317.25,,1,1,,,,,0,,0,,
6,5,,111,106,7,1388,1367,21,43.8,,1,1,,,,,0,,0,,
298,179,,40460,20106,464,4153,873,3280,23.03351955,,42,41,,,,,0,,0,,
2,,,4,,,,,,,,1,,,,,,0,,0,,
9,7,,1376,1235,20,965,965,0,350.8571429,,3,3,,,,,0,,0,,
26,21,2,21050,10350,155,39,39,0,122.0952381,1282,4,4,,,,,0,,0,,
13,7,,1155,693,19,1588,1087,501,148.2857143,,4,4,,,,,0,,0,,
8,6,,613,467,17,4053,2630,1423,500.1666667,,3,3,,,,,0,,0,,
15,10,,811,799,31,2688,61,2749,212.6,,1,1,,,,,0,,0,,
1061,227,12,844551,564113,4380,1807,350,1457,20.31277533,384.25,25,24,,,,,0,,0,,
8,4,,2943,980,13,,,,432,,4,4,,,,,0,,0,,
115,45,,7891,1980,86,2588,596,1992,46.75555556,,10,10,,,,,0,,0,,
348,136,,83071,76501,462,2441,922,1519,18.625,,22,22,20,10,197,9.85,4,15,200,243.9443171,
508,109,2,109583,92478,552,1886,1035,851,37.52293578,2045,15,15,,,,,0,,0,,
152,13,,1945,1752,36,,,,250.8461538,,8,8,,,,,0,,0,,
772,119,,11748,9184,305,3353,1611,1742,27.87394958,,11,11,1,0,0,0,0,0,0,,
893,95,,28386,10449,347,5181,1259,3922,48.36842105,,7,7,,,,,0,,0,,
81,47,,2896,1797,58,2404,1893,511,76.85106383,,12,12,,,,,0,,0,,
240,188,3,1437756,21735,650,4451,732,3719,20.34574468,1275,9,9,,,,,0,,0,,
15,6,,2472,1418,12,3618,1616,2002,408.8333333,,1,1,,,,,0,,0,,
12,6,,4065,2127,19,4936,57,4993,1216,,3,2,,,,,0,,0,,
2,2,,55,55,3,3362,874,2488,711,,1,1,,,,,0,,0,,
36,26,,2405,2052,148,3427,1337,2090,67.03846154,,1,1,,,,,0,,0,,
191,68,,27799,11897,317,2355,24,2331,50.23529412,,26,26,,,,,0,,0,,
1,1,,2,2,1,3790,70,3860,3331,,1,1,,,,,0,,0,,
16,7,,1733,1191,81,4329,38,4291,672.8571429,,4,4,,,,,0,,0,,
58,26,2,46786,37194,206,4837,79,4916,178.5384615,2321,11,11,,,,,0,,0,,
24,13,,9892,7345,149,,,,265.3846154,,3,3,,,,,0,,0,,
5,2,,1431,1243,8,2905,1518,1387,830.5,,1,1,,,,,0,,0,,
3,3,,2434,1721,19,,,,662.6666667,,1,1,,,,,0,,0,,
788,191,2,257091,160866,2186,1447,846,601,8.895287958,849.5,31,30,,,,,0,,0,,
2,1,,109,72,1,,,,2021,,1,1,,,,,0,,0,,
4,1,,168,134,2,1538,328,1210,1453,,1,1,,,,,0,,0,,
82,34,,7197,3312,126,1585,58,1527,63.52941176,,4,4,,,,,0,,0,,4
2,,,23,,,2136,1376,760,,,1,1,,,,,0,,0,,
44,22,,1961,1084,33,1266,519,747,82.40909091,,5,4,,,,,0,,0,,
11,5,,336,238,7,2234,413,1821,681,,1,1,,,,,0,,0,,
10,9,,1941,1635,48,2367,1368,999,186.8888889,,1,1,,,,,0,,0,,
35,22,,1597,882,34,1024,73,951,104.5,,3,3,,,,,0,,0,,
1,1,,33,30,1,1626,1193,433,926,,1,1,,,,,0,,0,,
174,103,2,469986,8881,295,2891,21,2912,29.16504854,1502,16,13,1,0,1,1,0,1,1,,
22,16,,2352,433,24,1543,388,1155,101.625,,1,1,,,,,0,,0,,
32,30,,2480,2020,60,1433,540,893,33.43333333,,2,2,,,,,0,,0,,
98,88,,6638,6053,193,,,,6.409090909,,1,1,,,,,1,,4,,2
7,7,,800,659,13,420,274,146,104.5714286,,1,1,10,5,10,1,0,10,10,1198.187049,
12,12,33,1730,1606,49,1771,712,1059,41.75,15.18181818,1,1,,,,,0,,0,,
5,2,,312,64,5,3505,43,3548,1560,,5,5,,,,,0,,0,,
8,4,,167,65,5,2167,1195,972,341.5,,2,2,,,,,0,,0,,
33,25,,1158,457,25,879,289,590,50.32,,2,2,,,,,0,,0,,
126,89,,15872,10105,322,1830,388,1442,24.57303371,,7,7,,,,,1,,-2,,
3,1,,147,100,2,1920,1148,772,1332,,1,1,,,,,0,,0,,
1,,,10,,,1286,230,1056,,,1,1,,,,,0,,0,,
7,7,,2000,1579,53,1373,413,960,177.7142857,,2,2,,,,,0,,0,,
11,5,,10635,333,9,1062,332,730,178,,7,7,,,,,0,,0,,
23,12,,2406,730,26,587,304,283,74.16666667,,1,1,,,,,0,,0,,3
2,1,,322,218,4,,,,1084,,1,1,,,,,0,,0,,
100,83,,15238,13664,383,1777,153,1624,21.77108434,,13,13,,,,,0,,0,,
42,27,,1572,1335,60,1133,1130,3,7.037037037,,1,1,4,1,8,2,0,1,8,263.886331,
1,,,1,,,2245,1728,517,,,1,1,,,,,0,,0,,
18,9,,4263,2524,44,,,,410.6666667,,6,5,,,,,0,,0,,
2,,,34,,,3394,2550,844,,,2,2,,,,,0,,0,,
43,35,,17227,13734,250,3312,41,3271,105.1714286,,20,19,,,,,0,,0,,
3375,79,,4874,4287,206,,,,66.01265823,,6,6,1,0,57,57,0,0,57,,
4,,,6,,,3888,1064,2824,,,1,1,,,,,0,,0,,
775,450,12,212545,155181,2199,2573,694,1879,9.02,338.25,39,38,2,0,56,28,0,1,56,162.9136343,
4649,830,1,1338536,1173688,3880,2757,1781,976,6.2,5146,70,70,4,0,2,0.5,0,1,2,1090.217106,
84,4,,3330,434,22,2525,695,1830,647,,3,2,,,,,0,,0,,
53,13,,897,528,21,5172,449,4723,352.3076923,,4,4,,,,,0,,0,,
3,,,136,,,3520,3520,0,,,1,1,,,,,0,,0,,
275,222,,79754,67458,541,2210,1039,1171,19.46846847,,25,25,1,1,4,4,0,1,4,,
77,45,,20978,19913,128,3739,1582,2157,48.02222222,,5,5,3,1,3,1,1,3,3,9.926469907,
490,30,,2986,2509,65,2693,1664,1029,26.93333333,,10,10,,,,,0,,0,,
129,74,,112992,16645,326,1527,1166,361,53.02702703,,12,12,,,,,0,,0,,
210,,,2014,,,,,,,,1,1,,,,,0,,0,,
11,6,,461,209,10,,,,273.1666667,,3,3,1,1,0,0,0,1,0,,5
139,,,,,,,,,,,1,,,,,,0,,0,,
187,51,,5287,4260,359,,,,41.15686275,,3,3,,,,,0,,0,,
134,102,,67833,58906,480,3574,3003,571,18.45098039,,16,16,,,,,1,,12,,
66,29,,4004,2978,112,1780,10,1790,68.82758621,,1,1,,,,,0,,0,,
288,205,,119213,90330,839,1631,989,642,12.88780488,,32,31,,,,,0,,0,,
1349,482,12,557023,434684,2224,3598,503,3095,7.20746888,289.5,98,103,,,,,0,,0,,
39,31,,2860,2264,122,3883,3104,779,96.48387097,,1,1,,,,,0,,0,,
50,46,,126943,125231,196,4824,2000,2824,38.47826087,,1,1,,,,,0,,0,,
2305,420,19,603436,496094,2457,2347,950,1397,3.564285714,78.78947368,34,35,,,,,1,,2,,
118,97,1,240742,228619,562,2866,2048,818,12.54639175,1217,9,9,,,,,1,,0,,
200,146,,55305,48715,589,,,,4.363013699,,10,10,,,,,0,,0,,4
7,4,,304,151,4,,,,232,,1,1,,,,,0,,0,,
94,54,,4971,3640,129,1942,1942,0,31.2962963,,4,4,2,1,53,26.5,1,1,58,2165.064398,
247,199,,29532,26883,451,,,,8.030150754,,6,6,21,18,171,8.142857143,0,16,171,428.4322685,
136,103,,89034,65386,451,1233,360,873,10.80582524,,5,6,,,,,0,,0,,
285,77,,15486,9599,153,,,,27.84415584,,15,15,,,,,0,,0,,
103,67,,34756,20772,296,3139,1335,1804,34.43283582,,12,12,,,,,0,,0,,
13,8,,571,524,19,,,,303,,3,3,6,5,13,2.166666667,0,6,13,928.4354977,
11,1,,2298,2,1,,,,1506,,1,1,,,,,0,,0,,
58,39,,37951,17207,394,,,,87.61538462,,4,4,,,,,0,,0,,
216,17,,1036,890,42,2496,2496,0,79.70588235,,3,2,,,,,0,,0,,
55,43,,5863,4432,134,,,,19.8372093,,4,4,,,,,0,,0,,
1,1,,14,14,1,3010,2841,169,3577,,1,1,,,,,0,,0,,
25,18,,1434,1056,39,3243,1445,1798,129.1666667,,4,4,,,,,0,,0,,
2,,,4,,,3211,1835,1376,,,1,1,,,,,0,,0,,
793,342,,26664,12254,484,3485,3235,250,14.55847953,,42,42,,,,,0,,0,,
96,59,,3313,1873,80,4997,458,4539,76.76271186,,5,5,,,,,0,,0,,
87,67,,12227,9984,250,1128,1115,13,59.37313433,,6,6,,,,,0,,0,,
8,8,,2964,2940,69,,,,261.375,,2,2,,,,,0,,0,,
9,3,,356,150,7,181,40,221,216,,2,2,,,,,0,,0,,
386,49,2,9116,7612,96,2486,878,1608,77.04081633,1887.5,19,19,,,,,0,,0,,
9,6,,392,387,8,1531,254,1277,268.5,,1,1,,,,,0,,0,,
11,10,,6045,1932,84,4953,2975,1978,201.4,,2,2,,,,,0,,0,,
7,,,122,,,3633,3353,280,,,1,1,,,,,0,,0,,
3329,859,2,237213,124545,2431,2299,1543,756,5.095459837,2188.5,98,98,,,,,0,,0,,
115,103,,69194,41753,461,3514,2690,824,32.66990291,,6,6,,,,,0,,0,,
5,3,,80,61,4,,,,866.3333333,,1,1,,,,,0,,0,,
847,380,1,119711,101667,1051,2101,2101,0,9.360526316,3557,56,56,16,8,32,2,0,14,32,1090.911667,
70,45,,18717,9385,183,3242,351,2891,70.35555556,,3,2,,,,,0,,0,,
2114,1344,92,7043685,5374523,17928,4987,127,4860,3.755952381,54.86956522,219,220,,,,,0,,0,,
659,370,2,276475,52489,1159,2610,449,2161,6.02972973,1115.5,55,55,,,,,0,,0,,
79,51,,31709,14250,137,,,,25.52941176,,2,2,,,,,0,,0,,
21,12,,579,264,14,4859,1809,3050,302.5833333,,3,2,,,,,0,,0,,
4,1,,42,2,1,3683,2355,1328,1758,,1,1,,,,,0,,0,,
284,113,,18128,11776,279,3194,2798,396,9.592920354,,45,45,,,,,0,,0,,
34,30,,54077,36359,168,,,,157.1,,10,10,,,,,0,,0,,
368,9,,1297,1045,21,,,,295,,6,6,,,,,0,,0,,4
97,73,2,26111,10705,275,3249,2717,532,52.15068493,1903.5,13,13,,,,,0,,0,,
13,7,,5612,1978,19,,,,591,,1,1,,,,,0,,0,,
23,14,1,20177,17703,183,3695,316,3379,264,3696,5,5,,,,,0,,0,,
13,6,,1392,526,10,3949,3840,109,193.5,,4,4,,,,,0,,0,,
245,71,,883345,11490,244,1886,1886,0,20.18309859,,21,21,1,0,0,0,1,1,0,,
77,67,,12173,10666,191,,,,41,,5,5,,,,,0,,0,,
2,,,28,,,4750,689,4061,,,1,1,,,,,0,,0,,
122,6,,911,170,7,2968,1209,1759,186.8333333,,2,2,,,,,0,,0,,
24,14,,3247,1146,44,1526,1473,53,125.8571429,,5,4,,,,,0,,0,,
2,1,,907,138,2,3052,2632,420,3174,,1,1,,,,,0,,0,,
6,,,27,,,3037,2612,425,,,1,1,,,,,0,,0,,
52,36,4,19535,17949,149,2551,2076,475,81.97222222,737.75,7,6,,,,,0,,0,,
98,43,1,7689,4513,133,2821,1303,1518,55.48837209,2386,7,7,9,4,36,4,1,7,41,173.5955208,
171,5,,743,529,12,3463,1842,1621,810,,6,6,,,,,0,,0,,
16,14,,1201,1117,43,2457,2370,87,189.3571429,,2,2,,,,,0,,0,,
1,,,5,,,2230,2230,0,,,1,1,,,,,0,,0,,
3,3,,91,86,16,,,,539.3333333,,2,2,,,,,0,,0,,
136,59,,20554,7738,264,4248,189,4059,71.6779661,,17,17,,,,,0,,0,,
14,8,,1004,778,18,1309,751,558,116,,3,3,,,,,0,,0,,
40,36,,1446,1502,36,,,,19.88888889,,2,2,,,,,0,,0,,
3,3,,2206,1843,36,,,,126.3333333,,1,1,,,,,0,,0,,
12,7,,1340,332,9,,,,489.4285714,,4,4,,,,,0,,0,,
591,120,,48240,32671,745,3771,2493,1278,27.80833333,,14,14,,,,,0,,0,,
22,8,,725,567,24,,,,446,,4,4,,,,,0,,0,,
43,34,,1018,620,36,644,629,15,21.91176471,,3,3,,,,,0,,0,,
1,1,,885,443,4,4710,1361,3349,5047,,1,1,,,,,0,,0,,
207,17,,763,749,18,3959,1976,1983,175.5294118,,6,6,1,0,0,0,0,1,0,,
2,,,4,,,3081,1672,1409,,,1,1,,,,,0,,0,,
5,4,,2039,929,15,4401,1224,3177,1135,,2,2,,,,,0,,0,,
2,1,,2947,2045,24,,,,1442,,1,1,,,,,0,,0,,
2,,,30,,,2377,1251,1126,,,1,1,,,,,0,,0,,
40,10,,1411,499,12,449,327,122,34.6,,6,6,,,,,0,,0,,4
7,1,,23,2,1,420,215,205,173,,1,1,,,,,0,,0,,
130,22,,16117,3703,57,388,388,0,79.18181818,,8,8,,,,,0,,0,,
2,,,47,90,1,992,40,1032,,,1,1,,,,,0,,0,,
10,8,,2615,2362,82,2027,1329,698,90.375,,1,1,,,,,0,,0,,
18,13,,4737,2509,80,189,189,0,47.61538462,,4,4,,,,,0,,0,,
8,,,766,,,1532,662,870,,,4,4,,,,,0,,0,,
12,9,,5010,3826,59,,,,10.11111111,,1,1,,,,,0,,0,,
1,1,,7,9,1,1597,1028,569,1113,,,1,,,,,1,,1,,
55,51,,9565,9379,258,,,,43.90196078,,5,5,,,,,0,,0,,
8,7,,72,60,17,,,,58.57142857,,3,3,,,,,0,,0,,
204,17,,2122,1972,66,1890,1275,615,99.70588235,,4,4,2,0,0,0,0,2,0,0.716342593,
2,,,21,,,1621,822,799,,,1,1,,,,,0,,0,,
24,18,,1712,1253,21,,,,42.55555556,,4,4,,,,,0,,0,,
4,2,,52,48,2,,,,42,,1,1,,,,,0,,0,,
4,4,,32,32,4,2984,2984,0,142,,1,1,,,,,0,,0,,
10,2,,406,222,16,1055,212,843,1527,,3,3,,,,,0,,0,,
86,57,1,78650,65462,534,2878,1895,983,49.35087719,2813,13,13,,,,,0,,0,,
75,58,,13656,10456,236,2352,2,2354,58.43103448,,5,5,,,,,0,,0,,
29,18,,6738,3665,40,1976,1042,934,113.2222222,,4,4,,,,,0,,0,,
9,5,,400,103,6,1779,665,1114,173.6,,2,1,,,,,0,,0,,
14,5,,240,104,5,1646,249,1397,430.8,,1,1,,,,,0,,0,,
10,4,,468,225,5,3356,1593,1763,619.25,,1,1,,,,,0,,0,,
4,3,,172,133,4,4183,3289,894,365.3333333,,1,1,1,1,16,16,1,1,26,,
8,5,,3846,3591,21,3314,896,2418,572.4,,2,2,,,,,0,,0,,
3,2,,441,441,8,,,,628.5,,1,1,,,,,0,,0,,
100,43,,27334,20796,142,4097,2165,1932,53.06976744,,6,5,,,,,0,,0,,
276,23,,10415,8924,134,2151,1819,332,55.65217391,,4,4,,,,,0,,0,,
50,50,,5742,5687,133,,,,72.78,,1,1,,,,,0,,0,,
36,20,,5108,2399,59,2066,1170,896,136.85,,8,7,,,,,0,,0,,
1,1,,4,4,1,3847,1533,2314,1492,,1,1,,,,,0,,0,,
7,4,1,47708,3385,18,2198,1102,1096,291.25,1165,1,1,,,,,0,,0,,
27,21,,7182,6308,64,1892,1892,0,148.9047619,,7,7,,,,,0,,0,,
12,8,,1496,1113,19,3064,2005,1059,473.75,,3,3,,,,,0,,0,,
145,121,1,8317,7596,229,1827,858,969,13.39669421,1621,7,7,2,0,0,0,0,2,0,188.9128356,
66,61,,4659,4306,131,2204,818,1386,64.90163934,,5,5,,,,,0,,0,,
45,34,,2349,2144,43,1556,1555,1,38.5,,2,2,,,,,0,,0,,
17,5,,302,12,5,,,,345.4,,4,4,,,,,0,,0,,
28,16,,10546,2462,57,745,745,0,77,,1,1,,,,,0,,0,,
5,4,,410,233,4,2725,847,1878,606.5,,1,1,,,,,0,,0,,
117,84,,40878,24106,302,2209,1751,458,25.97619048,,19,19,,,,,0,,0,,
1,1,,949,188,5,4057,2491,1566,1194,,1,1,,,,,0,,0,,
119,82,7,181699,21225,192,3989,2089,1900,23.30487805,273,16,16,,,,,0,,0,,
4,4,,15,15,4,,,,700.75,,3,3,,,,,0,,0,,
390,123,,122916,116848,473,3518,351,3167,18.99186992,,13,13,1,0,5,5,1,0,12,,
21,14,,2716,2593,34,5303,5302,1,359.5,,5,5,,,,,0,,0,,
46,36,,6684,4915,160,2831,2508,323,75.38888889,,10,10,,,,,0,,0,,
4,4,,17,17,4,4919,3695,1224,360.5,,2,2,,,,,0,,0,,
428,289,3,213365,183027,1529,1971,1926,45,8.176470588,787.6666667,18,18,,,,,0,,0,,
